"Date","Price","Open","High","Low","Vol.","Change %"
"May 17, 2017","25.30","26.01","26.44","24.82","138.63K","-3.21%"
"May 16, 2017","26.14","26.50","26.73","25.45","135.07K","-1.36%"
"May 15, 2017","26.50","23.29","27.84","23.21","266.30K","14.87%"
"May 12, 2017","23.07","21.92","23.62","21.92","122.42K","5.15%"
"May 11, 2017","21.94","21.98","22.38","21.76","55.71K","-1.13%"
"May 10, 2017","22.19","20.69","23.22","20.60","46.40K","-0.27%"
"May 09, 2017","22.25","22.40","22.66","21.64","39.38K","-0.45%"
"May 08, 2017","22.35","22.62","23.20","22.24","86.04K","0.04%"
"May 05, 2017","22.34","22.60","22.62","22.11","70.08K","-1.33%"
"May 04, 2017","22.64","22.89","22.91","22.37","62.99K","-0.88%"
"May 03, 2017","22.84","22.73","23.09","21.81","52.23K","-0.35%"
"May 02, 2017","22.92","23.03","23.24","22.65","66.49K","-0.48%"
"May 01, 2017","23.03","23.46","23.51","22.84","79.75K","-2.42%"
"Apr 28, 2017","23.60","22.04","24.01","22.04","131.69K","5.08%"
"Apr 27, 2017","22.46","23.24","23.30","22.23","100.26K","-3.15%"
"Apr 26, 2017","23.19","23.35","23.51","21.16","90.30K","0.17%"
"Apr 25, 2017","23.15","23.00","24.50","22.96","124.61K","1.18%"
"Apr 24, 2017","22.88","23.11","23.11","22.72","48.17K","1.02%"
"Apr 21, 2017","22.65","23.05","23.11","22.50","47.91K","-1.82%"
"Apr 20, 2017","23.07","23.05","23.30","22.98","36.91K","0.00%"
"Apr 19, 2017","23.07","23.39","23.39","22.69","46.11K","-0.17%"
"Apr 18, 2017","23.11","23.13","23.24","22.54","37.93K","0.09%"
"Apr 17, 2017","23.09","23.00","23.51","22.23","56.12K","1.18%"
"Apr 13, 2017","22.82","22.01","23.37","22.01","66.55K","3.07%"
"Apr 12, 2017","22.14","22.00","22.34","21.74","60.64K","0.64%"
"Apr 11, 2017","22.00","21.91","22.34","21.53","37.94K","0.14%"
"Apr 10, 2017","21.97","21.30","22.11","21.30","55.34K","2.14%"
"Apr 07, 2017","21.51","20.49","21.69","20.32","75.17K","5.13%"
"Apr 06, 2017","20.46","20.67","20.87","20.27","120.65K","-0.73%"
"Apr 05, 2017","20.61","20.60","22.10","20.02","72.61K","1.33%"
"Apr 04, 2017","20.34","20.30","20.87","20.09","54.23K","-1.64%"
"Apr 03, 2017","20.68","21.29","22.07","20.25","66.93K","-2.87%"
"Mar 31, 2017","21.29","21.44","22.04","20.37","155.88K","-1.11%"
"Mar 30, 2017","21.53","21.72","22.10","21.12","106.66K","-2.23%"
"Mar 29, 2017","22.02","22.06","22.25","21.52","56.25K","-0.05%"
"Mar 28, 2017","22.03","21.44","22.19","21.44","76.79K","2.37%"
"Mar 27, 2017","21.52","22.18","22.30","21.46","35.79K","-2.62%"
"Mar 24, 2017","22.10","22.42","22.54","21.76","126.19K","0.00%"
"Mar 23, 2017","22.10","21.90","22.35","21.39","101.65K","0.45%"
"Mar 22, 2017","22.00","21.60","22.27","21.08","72.53K","0.92%"
"Mar 21, 2017","21.80","21.74","22.20","21.27","105.35K","-0.91%"
"Mar 20, 2017","22.00","22.36","22.60","21.20","41.44K","0.18%"
"Mar 17, 2017","21.96","21.82","22.30","21.27","128.64K","-0.36%"
"Mar 16, 2017","22.04","22.57","22.57","21.84","96.16K","-1.69%"
"Mar 15, 2017","22.42","22.19","23.06","21.86","163.42K","2.66%"
"Mar 14, 2017","21.84","22.06","22.41","21.34","73.98K","-1.40%"
"Mar 13, 2017","22.15","20.90","23.11","20.60","168.71K","5.33%"
"Mar 10, 2017","21.03","20.75","21.49","20.46","99.48K","0.67%"
"Mar 09, 2017","20.89","20.79","21.55","20.24","59.18K","0.24%"
"Mar 08, 2017","20.84","20.00","21.47","19.97","63.90K","4.83%"
"Mar 07, 2017","19.88","20.59","20.73","19.49","67.55K","-1.54%"
"Mar 06, 2017","20.19","20.34","20.51","19.68","35.29K","-1.03%"
"Mar 03, 2017","20.40","20.10","20.95","20.07","23.71K","-2.06%"
"Mar 02, 2017","20.83","21.01","21.35","20.60","48.27K","-0.57%"
"Mar 01, 2017","20.95","21.53","21.53","20.18","94.78K","0.05%"
"Feb 28, 2017","20.94","20.96","21.07","20.07","58.48K","0.19%"
"Feb 27, 2017","20.90","21.94","21.94","20.62","145.78K","-0.19%"
"Feb 24, 2017","20.94","20.37","21.10","19.95","43.78K","0.00%"
"Feb 23, 2017","20.94","21.95","21.95","20.59","41.22K","-4.12%"
"Feb 22, 2017","21.84","22.47","22.52","21.56","47.30K","-2.63%"
"Feb 21, 2017","22.43","21.98","22.58","21.56","48.12K","3.08%"
"Feb 17, 2017","21.76","22.00","22.00","21.44","83.66K","-1.09%"
"Feb 16, 2017","22.00","22.85","22.85","21.81","61.07K","-2.44%"
"Feb 15, 2017","22.55","20.78","23.61","20.68","122.44K","7.69%"
"Feb 14, 2017","20.94","21.46","21.46","20.44","136.59K","-3.86%"
"Feb 13, 2017","21.78","22.73","24.12","21.44","84.80K","-1.67%"
"Feb 10, 2017","22.15","19.73","22.48","19.22","91.55K","14.71%"
"Feb 09, 2017","19.31","17.90","19.85","17.87","47.51K","7.40%"
"Feb 08, 2017","17.98","18.18","18.18","17.37","33.41K","-1.05%"
"Feb 07, 2017","18.17","18.40","18.40","17.54","33.36K","-0.38%"
"Feb 06, 2017","18.24","17.98","18.35","17.92","26.95K","0.05%"
"Feb 03, 2017","18.23","16.66","18.44","16.30","48.51K","10.62%"
"Feb 02, 2017","16.48","16.76","16.76","16.01","30.34K","-0.96%"
"Feb 01, 2017","16.64","15.90","17.16","15.82","29.95K","4.39%"
"Jan 31, 2017","15.94","15.78","16.11","15.32","63.40K","1.14%"
"Jan 30, 2017","15.76","16.03","16.03","15.15","29.81K","-1.07%"
"Jan 27, 2017","15.93","15.99","16.11","15.53","7.55K","-1.18%"
"Jan 26, 2017","16.12","15.31","16.21","15.24","32.98K","-0.25%"
"Jan 25, 2017","16.16","16.16","16.65","15.77","96.96K","0.00%"
"Jan 24, 2017","16.16","15.93","16.37","15.19","64.57K","2.34%"
"Jan 23, 2017","15.79","14.71","16.06","14.30","83.75K","6.91%"
"Jan 20, 2017","14.77","14.05","14.94","14.05","36.67K","5.12%"
"Jan 19, 2017","14.05","14.65","14.99","14.02","36.99K","-3.70%"
"Jan 18, 2017","14.59","14.95","14.95","14.50","20.57K","-2.34%"
"Jan 17, 2017","14.94","15.26","15.36","14.54","39.22K","-2.86%"
"Jan 13, 2017","15.38","15.05","15.50","14.88","32.00K","2.53%"
"Jan 12, 2017","15.00","15.25","15.25","14.82","15.25K","-1.96%"
"Jan 11, 2017","15.30","14.98","15.35","13.83","67.94K","2.55%"
"Jan 10, 2017","14.92","14.96","15.17","14.41","77.73K","-0.73%"
"Jan 09, 2017","15.03","15.37","15.37","14.80","60.85K","-1.25%"
"Jan 06, 2017","15.22","15.99","15.99","15.00","91.51K","-3.79%"
"Jan 05, 2017","15.82","15.44","16.00","15.12","42.60K","3.20%"
"Jan 04, 2017","15.33","15.27","15.49","14.90","59.54K","0.92%"
"Jan 03, 2017","15.19","15.30","15.55","14.77","84.84K","0.00%"
"Dec 30, 2016","15.19","15.00","15.26","14.89","45.92K","1.27%"
"Dec 29, 2016","15.00","14.16","15.28","14.16","35.58K","1.21%"
"Dec 28, 2016","14.82","14.98","15.56","14.07","46.89K","-4.33%"
"Dec 27, 2016","15.49","16.06","16.06","14.98","62.29K","-3.49%"
"Dec 23, 2016","16.05","16.00","16.14","15.75","48.30K","-0.56%"
"Dec 22, 2016","16.14","15.30","16.56","14.95","57.42K","5.01%"
"Dec 21, 2016","15.37","14.49","15.39","14.17","51.25K","6.44%"
"Dec 20, 2016","14.44","14.15","14.75","13.85","89.64K","2.41%"
"Dec 19, 2016","14.10","12.92","14.15","12.88","113.22K","7.88%"
"Dec 16, 2016","13.07","12.88","13.59","12.65","821.85K","0.54%"
"Dec 15, 2016","13.00","13.52","13.63","12.63","87.44K","-3.20%"
"Dec 14, 2016","13.43","13.63","13.75","13.26","37.13K","-2.33%"
"Dec 13, 2016","13.75","13.74","13.76","13.16","24.82K","1.03%"
"Dec 12, 2016","13.61","13.00","13.75","12.80","105.58K","3.81%"
"Dec 09, 2016","13.11","13.15","13.58","12.61","115.75K","-0.76%"
"Dec 08, 2016","13.21","13.69","13.69","13.15","52.93K","-3.93%"
"Dec 07, 2016","13.75","13.66","13.85","13.18","64.16K","0.44%"
"Dec 06, 2016","13.69","13.40","13.94","13.00","57.77K","1.33%"
"Dec 05, 2016","13.51","13.08","13.91","12.84","69.99K","4.24%"
"Dec 02, 2016","12.96","12.99","13.13","12.05","85.28K","0.31%"
"Dec 01, 2016","12.92","13.07","13.38","12.76","94.26K","-1.30%"
"Nov 30, 2016","13.09","12.75","13.31","12.75","71.91K","0.69%"
"Nov 29, 2016","13.00","13.00","13.18","12.92","33.94K","0.08%"
"Nov 28, 2016","12.99","13.14","13.18","12.92","95.66K","-1.14%"
"Nov 25, 2016","13.14","13.18","13.18","13.01","17.66K","1.08%"
"Nov 23, 2016","13.00","13.18","13.18","12.99","98.31K","0.00%"
"Nov 22, 2016","13.00","13.11","13.40","13.00","57.65K","-0.69%"
"Nov 21, 2016","13.09","13.40","13.85","13.00","121.86K","-1.50%"
"Nov 18, 2016","13.29","13.38","13.65","12.81","141.97K","-0.89%"
"Nov 17, 2016","13.41","13.66","13.79","13.37","18.66K","-1.03%"
"Nov 16, 2016","13.55","13.79","13.95","13.10","36.74K","-2.45%"
"Nov 15, 2016","13.89","13.43","13.99","13.43","17.60K","-0.79%"
"Nov 14, 2016","14.00","13.26","14.00","13.26","48.84K","5.18%"
"Nov 11, 2016","13.31","13.04","13.59","12.48","353.90K","-0.15%"
"Nov 10, 2016","13.33","13.79","13.79","13.14","34.61K","0.30%"
"Nov 09, 2016","13.29","13.00","13.50","13.00","18.81K","1.84%"
"Nov 08, 2016","13.05","13.30","13.30","12.75","377.59K","-1.66%"
"Nov 07, 2016","13.27","12.75","13.52","12.75","57.76K","4.08%"
"Nov 04, 2016","12.75","12.79","12.89","12.75","56.38K","0.08%"
"Nov 03, 2016","12.74","12.91","12.91","12.74","50.13K","-0.31%"
"Nov 02, 2016","12.78","12.84","12.99","12.75","56.40K","-1.69%"
"Nov 01, 2016","13.00","13.52","13.52","12.33","211.04K","1.17%"
"Oct 31, 2016","12.85","12.90","12.98","12.76","30.81K","-0.31%"
"Oct 28, 2016","12.89","13.00","13.09","12.51","148.18K","-0.85%"
"Oct 27, 2016","13.00","13.00","13.19","12.50","742.12K","0.00%"
